foliohog,cons_med1,tipo_tarif,tarifa_desc,tipo_viv,vivienda_desc
1,261,1,01,1,Casa única del terreno
1,150,1,01,1,Casa única del terreno
1,500,1,01,1,Casa única del terreno
1,267,1,01,1,Casa única del terreno
1,420,1,01,1,Casa única del terreno
1,150,1,01,1,Casa única del terreno
1,200,1,01,1,Casa única del terreno
1,300,1,01,1,Casa única del terreno
1,0,0,02,1,Casa única del terreno
1,230,1,01,1,Casa única del terreno
1,200,1,01,1,Casa única del terreno
1,190,1,01,2,Casa que comparte terreno con otra(s)
1,300,1,01,1,Casa única del terreno
1,320,1,01,1,Casa única del terreno
1,0,0,02,2,Casa que comparte terreno con otra(s)
1,320,1,01,1,Casa única del terreno
1,49,1,01,1,Casa única del terreno
1,140,1,01,3,"Casa dúplex, triple o cuádruple"
1,136,1,01,6,Vivienda en vecindad o cuartería
1,120,1,01,1,Casa única del terreno
1,350,1,01,1,Casa única del terreno
1,864,1,01,1,Casa única del terreno
1,215,1,01,1,Casa única del terreno
1,142,1,01,1,Casa única del terreno
1,85,1,01,1,Casa única del terreno
1,180,1,01,1,Casa única del terreno
1,495,1,01,1,Casa única del terreno
1,520,1,01,1,Casa única del terreno
1,300,1,01,4,Departamento en edificio
1,250,1,01,1,Casa única del terreno
1,50,1,01,1,Casa única del terreno
1,90,1,01,1,Casa única del terreno
1,540,1,01,1,Casa única del terreno
1,120,1,01,1,Casa única del terreno
1,280,1,01,1,Casa única del terreno
1,163,1,01,1,Casa única del terreno
1,233,1,01,1,Casa única del terreno
1,430,1,01,1,Casa única del terreno
1,795,1,01,1,Casa única del terreno
1,164,1,01,1,Casa única del terreno
1,217,1,01,1,Casa única del terreno
1,99999,1,01,2,Casa que comparte terreno con otra(s)
1,691,1,01,1,Casa única del terreno
1,297,1,01,2,Casa que comparte terreno con otra(s)
1,370,1,01,2,Casa que comparte terreno con otra(s)
1,250,1,01,1,Casa única del terreno
1,260,1,01,1,Casa única del terreno
1,113,1,01,2,Casa que comparte terreno con otra(s)
1,413,1,01,1,Casa única del terreno
1,550,1,01,1,Casa única del terreno
1,160,1,01,1,Casa única del terreno
1,480,1,01,1,Casa única del terreno
1,83,1,01,4,Departamento en edificio
1,152,1,01,1,Casa única del terreno
1,106,1,01,1,Casa única del terreno
1,260,1,01,4,Departamento en edificio
1,188,1,01,1,Casa única del terreno
1,811,1,01,1,Casa única del terreno
1,93,1,01,1,Casa única del terreno
1,280,1,01,1,Casa única del terreno
1,180,1,01,1,Casa única del terreno
1,700,1,01,1,Casa única del terreno
1,551,1,01,1,Casa única del terreno
1,275,1,01,1,Casa única del terreno
1,360,1,01,1,Casa única del terreno
1,130,1,01,1,Casa única del terreno
1,60,9,No sabe,1,Casa única del terreno
1,300,1,01,1,Casa única del terreno
1,600,9,No sabe,1,Casa única del terreno
1,3000,9,No sabe,1,Casa única del terreno
1,460,9,No sabe,1,Casa única del terreno
1,150,1,01,1,Casa única del terreno
1,350,1,01,1,Casa única del terreno
1,150,1,01,1,Casa única del terreno
1,0,0,02,2,Casa que comparte terreno con otra(s)
1,282,1,01,1,Casa única del terreno
1,357,1,01,4,Departamento en edificio
1,400,1,01,1,Casa única del terreno
1,328,1,01,1,Casa única del terreno
1,261,1,01,1,Casa única del terreno
1,235,1,01,1,Casa única del terreno
1,200,9,No sabe,1,Casa única del terreno
1,206,1,01,1,Casa única del terreno
1,187,1,01,1,Casa única del terreno
1,310,1,01,1,Casa única del terreno
1,201,1,01,2,Casa que comparte terreno con otra(s)
1,99999,1,01,4,Departamento en edificio
1,1088,1,01,2,Casa que comparte terreno con otra(s)
1,917,1,01,1,Casa única del terreno
1,134,1,01,1,Casa única del terreno
1,198,1,01,1,Casa única del terreno
1,205,1,01,1,Casa única del terreno
1,250,1,01,1,Casa única del terreno
1,240,1,01,1,Casa única del terreno
1,187,1,01,1,Casa única del terreno
1,1500,1,01,1,Casa única del terreno
1,384,1,01,1,Casa única del terreno
1,160,1,01,4,Departamento en edificio
1,750,1,01,1,Casa única del terreno
1,300,1,01,1,Casa única del terreno
1,147,1,01,4,Departamento en edificio
1,300,1,01,1,Casa única del terreno
1,400,1,01,1,Casa única del terreno
1,241,1,01,1,Casa única del terreno
1,219,1,01,1,Casa única del terreno
1,289,1,01,1,Casa única del terreno
1,265,1,01,1,Casa única del terreno
1,1667,8,DAC,2,Casa que comparte terreno con otra(s)
1,88,1,01,1,Casa única del terreno
1,142,1,01,1,Casa única del terreno
1,580,1,01,1,Casa única del terreno
1,262,1,01,1,Casa única del terreno
1,221,1,01,1,Casa única del terreno
1,102,1,01,3,"Casa dúplex, triple o cuádruple"
1,231,1,01,3,"Casa dúplex, triple o cuádruple"
1,195,1,01,4,Departamento en edificio
1,193,1,01,1,Casa única del terreno
1,370,1,01,3,"Casa dúplex, triple o cuádruple"
1,340,1,01,1,Casa única del terreno
1,195,1,01,1,Casa única del terreno
1,350,1,01,1,Casa única del terreno
1,135,1,01,2,Casa que comparte terreno con otra(s)
1,1200,1,01,1,Casa única del terreno
1,112,1,01,1,Casa única del terreno
1,600,1,01,1,Casa única del terreno
1,260,1,01,1,Casa única del terreno
1,180,1,01,1,Casa única del terreno
1,155,1,01,1,Casa única del terreno
1,450,1,01,1,Casa única del terreno
1,300,1,01,1,Casa única del terreno
1,250,1,01,1,Casa única del terreno
1,502,1,01,1,Casa única del terreno
1,239,1,01,1,Casa única del terreno
1,120,1,01,1,Casa única del terreno
1,99,1,01,1,Casa única del terreno
1,250,1,01,1,Casa única del terreno
1,198,1,01,1,Casa única del terreno
1,504,1,01,1,Casa única del terreno
1,294,1,01,1,Casa única del terreno
1,200,1,01,1,Casa única del terreno
1,250,1,01,1,Casa única del terreno
1,263,1,01,1,Casa única del terreno
1,90,1,01,1,Casa única del terreno
1,1094,1,01,1,Casa única del terreno
1,363,1,01,1,Casa única del terreno
1,250,1,01,1,Casa única del terreno
1,360,1,01,1,Casa única del terreno
1,120,1,01,1,Casa única del terreno
1,320,1,01,1,Casa única del terreno
1,283,1,01,1,Casa única del terreno
1,162,1,01,1,Casa única del terreno
1,172,1,01,1,Casa única del terreno
1,550,1,01,1,Casa única del terreno
1,142,1,01,1,Casa única del terreno
1,150,1,01,1,Casa única del terreno
1,0,0,02,1,Casa única del terreno
1,550,1,01,1,Casa única del terreno
1,430,1,01,1,Casa única del terreno
1,283,1,01,1,Casa única del terreno
1,265,1,01,1,Casa única del terreno
1,0,1,01,1,Casa única del terreno
1,310,1,01,1,Casa única del terreno
1,300,1,01,1,Casa única del terreno
1,190,1,01,1,Casa única del terreno
1,258,1,01,1,Casa única del terreno
1,400,1,01,1,Casa única del terreno
1,190,1,01,1,Casa única del terreno
1,155,1,01,1,Casa única del terreno
1,320,1,01,1,Casa única del terreno
1,330,1,01,1,Casa única del terreno
1,174,1,01,1,Casa única del terreno
1,735,1,01,1,Casa única del terreno
1,800,1,01,1,Casa única del terreno
1,700,1,01,1,Casa única del terreno
1,500,1,01,1,Casa única del terreno
1,150,1,01,1,Casa única del terreno
1,394,1,01,1,Casa única del terreno
1,270,1,01,1,Casa única del terreno
1,595,1,01,1,Casa única del terreno
1,250,9,No sabe,1,Casa única del terreno
1,250,9,No sabe,1,Casa única del terreno
1,2316,8,DAC,1,Casa única del terreno
1,204,1,01,1,Casa única del terreno
1,137,1,01,4,Departamento en edificio
1,480,1,01,4,Departamento en edificio
1,177,1,01,4,Departamento en edificio
1,550,1,01,1,Casa única del terreno
1,72,1,01,4,Departamento en edificio
1,300,1,01,1,Casa única del terreno
1,120,1,01,1,Casa única del terreno
1,155,1,01,1,Casa única del terreno
1,210,1,01,1,Casa única del terreno
1,380,1,01,1,Casa única del terreno
1,246,1,01,1,Casa única del terreno
1,58,1,01,1,Casa única del terreno
1,235,1,01,1,Casa única del terreno
1,102,1,01,1,Casa única del terreno
1,350,1,01,1,Casa única del terreno
1,67,1,01,1,Casa única del terreno
1,300,1,01,4,Departamento en edificio
1,232,1,01,4,Departamento en edificio
1,110,1,01,4,Departamento en edificio
1,300,1,01,4,Departamento en edificio
1,150,1,01,4,Departamento en edificio
1,380,1,01,1,Casa única del terreno
1,286,1,01,1,Casa única del terreno
1,300,1,01,1,Casa única del terreno
1,160,1,01,1,Casa única del terreno
1,185,1,01,4,Departamento en edificio
1,108,1,01,4,Departamento en edificio
1,178,1,01,4,Departamento en edificio
1,180,1,01,4,Departamento en edificio
1,70,1,01,4,Departamento en edificio
1,200,1,01,4,Departamento en edificio
1,253,1,01,1,Casa única del terreno
1,151,1,01,1,Casa única del terreno
1,220,1,01,4,Departamento en edificio
1,0,0,02,4,Departamento en edificio
1,136,1,01,4,Departamento en edificio
1,300,1,01,1,Casa única del terreno
1,400,1,01,1,Casa única del terreno
1,210,1,01,1,Casa única del terreno
1,625,1,01,1,Casa única del terreno
1,435,1,01,1,Casa única del terreno
1,340,1,01,1,Casa única del terreno
1,99999,1,01,1,Casa única del terreno
1,230,1,01,1,Casa única del terreno
1,149,1,01,1,Casa única del terreno
1,550,1,01,1,Casa única del terreno
1,6130,1,01,1,Casa única del terreno
1,130,1,01,1,Casa única del terreno
1,150,1,01,1,Casa única del terreno
1,184,1,01,1,Casa única del terreno
1,235,1,01,1,Casa única del terreno
1,639,1,01,1,Casa única del terreno
1,600,1,01,1,Casa única del terreno
1,254,1,01,1,Casa única del terreno
1,55,1,01,1,Casa única del terreno
1,389,1,01,1,Casa única del terreno
1,284,1,01,1,Casa única del terreno
1,550,1,01,1,Casa única del terreno
1,180,1,01,1,Casa única del terreno
1,589,1,01,1,Casa única del terreno
1,270,1,01,1,Casa única del terreno
1,380,1,01,1,Casa única del terreno
1,356,1,01,1,Casa única del terreno
1,758,1,01,1,Casa única del terreno
1,135,1,01,1,Casa única del terreno
1,120,1,01,1,Casa única del terreno
1,130,1,01,1,Casa única del terreno
1,402,1,01,1,Casa única del terreno
1,334,1,01,1,Casa única del terreno
1,181,1,01,4,Departamento en edificio
1,700,1,01,1,Casa única del terreno
1,300,1,01,1,Casa única del terreno
1,240,1,01,1,Casa única del terreno
1,260,1,01,1,Casa única del terreno
1,680,1,01,1,Casa única del terreno
1,500,1,01,1,Casa única del terreno
1,646,1,01,1,Casa única del terreno
1,0,0,02,4,Departamento en edificio
1,250,1,01,3,"Casa dúplex, triple o cuádruple"
1,511,1,01,3,"Casa dúplex, triple o cuádruple"
1,110,1,01,1,Casa única del terreno
1,130,1,01,3,"Casa dúplex, triple o cuádruple"
1,230,1,01,3,"Casa dúplex, triple o cuádruple"
1,152,1,01,1,Casa única del terreno
1,1300,1,01,1,Casa única del terreno
1,153,1,01,1,Casa única del terreno
1,120,1,01,1,Casa única del terreno
1,1700,1,01,1,Casa única del terreno
1,380,1,01,1,Casa única del terreno
1,350,1,01,1,Casa única del terreno
1,256,1,01,1,Casa única del terreno
1,250,1,01,1,Casa única del terreno
1,460,1,01,1,Casa única del terreno
1,120,1,01,2,Casa que comparte terreno con otra(s)
1,121,1,01,1,Casa única del terreno
1,250,1,01,1,Casa única del terreno
1,220,1,01,1,Casa única del terreno
1,454,1,01,1,Casa única del terreno
1,313,1,01,1,Casa única del terreno
1,50,9,No sabe,6,Vivienda en vecindad o cuartería
1,744,1,01,1,Casa única del terreno
1,50,1,01,1,Casa única del terreno
1,96,1,01,1,Casa única del terreno
1,250,1,01,1,Casa única del terreno
1,238,1,01,1,Casa única del terreno
1,400,1,01,1,Casa única del terreno
1,200,1,01,1,Casa única del terreno
1,96,1,01,1,Casa única del terreno
1,748,1,01,1,Casa única del terreno
1,131,1,01,1,Casa única del terreno
1,250,1,01,1,Casa única del terreno
1,87,1,01,1,Casa única del terreno
1,276,1,01,1,Casa única del terreno
1,400,1,01,1,Casa única del terreno
1,198,1,01,1,Casa única del terreno
1,151,1,01,1,Casa única del terreno
1,690,1,01,1,Casa única del terreno
1,870,1,01,1,Casa única del terreno
1,755,1,01,1,Casa única del terreno
1,2000,1,01,1,Casa única del terreno
1,600,1,01,1,Casa única del terreno
1,300,1,01,1,Casa única del terreno
1,190,1,01,1,Casa única del terreno
1,400,1,01,1,Casa única del terreno
1,250,1,01,1,Casa única del terreno
1,180,1,01,4,Departamento en edificio
1,300,1,01,4,Departamento en edificio
1,276,1,01,4,Departamento en edificio
1,280,1,01,1,Casa única del terreno
1,1000,1,01,1,Casa única del terreno
1,278,1,01,1,Casa única del terreno
1,181,1,01,1,Casa única del terreno
1,759,1,01,1,Casa única del terreno
1,50,1,01,1,Casa única del terreno
1,1700,1,01,1,Casa única del terreno
1,327,1,01,1,Casa única del terreno
1,160,1,01,1,Casa única del terreno
1,235,1,01,1,Casa única del terreno
1,216,1,01,1,Casa única del terreno
1,230,1,01,1,Casa única del terreno
1,250,1,01,4,Departamento en edificio
1,279,1,01,4,Departamento en edificio
1,148,1,01,1,Casa única del terreno
1,600,1,01,1,Casa única del terreno
1,300,1,01,1,Casa única del terreno
1,150,1,01,1,Casa única del terreno
1,636,1,01,1,Casa única del terreno
1,102,1,01,1,Casa única del terreno
1,579,1,01,1,Casa única del terreno
1,712,1,01,1,Casa única del terreno
1,166,1,01,1,Casa única del terreno
1,81,1,01,1,Casa única del terreno
1,157,1,01,1,Casa única del terreno
1,600,1,01,1,Casa única del terreno
1,90,1,01,1,Casa única del terreno
1,642,1,01,1,Casa única del terreno
1,265,1,01,1,Casa única del terreno
1,273,1,01,1,Casa única del terreno
1,230,1,01,1,Casa única del terreno
1,280,1,01,1,Casa única del terreno
1,400,1,01,1,Casa única del terreno
1,230,1,01,1,Casa única del terreno
1,177,1,01,3,"Casa dúplex, triple o cuádruple"
1,111,1,01,1,Casa única del terreno
1,189,1,01,1,Casa única del terreno
1,277,1,01,1,Casa única del terreno
1,190,1,01,1,Casa única del terreno
1,154,1,01,1,Casa única del terreno
1,489,1,01,1,Casa única del terreno
1,110,1,01,1,Casa única del terreno
1,248,1,01,1,Casa única del terreno
1,189,1,01,1,Casa única del terreno
1,63,1,01,1,Casa única del terreno
1,0,1,01,6,Vivienda en vecindad o cuartería
1,356,1,01,1,Casa única del terreno
1,279,1,01,1,Casa única del terreno
1,170,1,01,3,"Casa dúplex, triple o cuádruple"
1,25,1,01,1,Casa única del terreno
1,180,1,01,1,Casa única del terreno
1,290,1,01,1,Casa única del terreno
1,210,1,01,1,Casa única del terreno
1,190,1,01,1,Casa única del terreno
1,0,0,02,1,Casa única del terreno
1,164,1,01,1,Casa única del terreno
1,540,1,01,1,Casa única del terreno
1,167,1,01,1,Casa única del terreno
1,350,1,01,1,Casa única del terreno
1,249,1,01,1,Casa única del terreno
1,130,1,01,1,Casa única del terreno
1,177,1,01,1,Casa única del terreno
1,160,1,01,1,Casa única del terreno
1,135,1,01,1,Casa única del terreno
1,230,1,01,1,Casa única del terreno
1,223,1,01,1,Casa única del terreno
1,120,1,01,1,Casa única del terreno
1,297,1,01,1,Casa única del terreno
1,200,1,01,1,Casa única del terreno
1,110,1,01,1,Casa única del terreno
1,117,1,01,1,Casa única del terreno
1,213,1,01,1,Casa única del terreno
1,270,9,No sabe,1,Casa única del terreno
1,0,0,02,1,Casa única del terreno
1,200,1,01,1,Casa única del terreno
1,0,0,02,1,Casa única del terreno
1,110,9,No sabe,1,Casa única del terreno
1,118,1,01,1,Casa única del terreno
1,200,1,01,1,Casa única del terreno
1,99999,1,01,1,Casa única del terreno
1,353,1,01,1,Casa única del terreno
1,136,1,01,1,Casa única del terreno
1,88,1,01,1,Casa única del terreno
1,250,1,01,1,Casa única del terreno
1,140,1,01,1,Casa única del terreno
1,130,1,01,1,Casa única del terreno
1,250,1,01,1,Casa única del terreno
1,246,1,01,1,Casa única del terreno
1,150,1,01,1,Casa única del terreno
1,240,1,01,1,Casa única del terreno
1,485,1,01,1,Casa única del terreno
1,171,1,01,1,Casa única del terreno
1,160,1,01,1,Casa única del terreno
1,190,1,01,1,Casa única del terreno
1,198,1,01,1,Casa única del terreno
1,0,0,02,1,Casa única del terreno
1,171,1,01,1,Casa única del terreno
1,183,1,01,1,Casa única del terreno
1,50,1,01,1,Casa única del terreno
1,170,1,01,1,Casa única del terreno
1,85,1,01,1,Casa única del terreno
1,185,1,01,1,Casa única del terreno
1,80,1,01,1,Casa única del terreno
1,105,1,01,1,Casa única del terreno
1,50,1,01,1,Casa única del terreno
1,580,1,01,1,Casa única del terreno
1,235,1,01,1,Casa única del terreno
1,200,1,01,1,Casa única del terreno
1,350,1,01,1,Casa única del terreno
1,224,1,01,1,Casa única del terreno
1,901,1,01,1,Casa única del terreno
1,172,1,01,1,Casa única del terreno
1,350,1,01,1,Casa única del terreno
1,119,1,01,1,Casa única del terreno
1,240,1,01,1,Casa única del terreno
1,240,1,01,1,Casa única del terreno
1,250,1,01,1,Casa única del terreno
1,615,1,01,1,Casa única del terreno
1,200,1,01,1,Casa única del terreno
1,250,1,01,1,Casa única del terreno
1,390,1,01,1,Casa única del terreno
1,240,1,01,1,Casa única del terreno
1,229,1,01,1,Casa única del terreno
1,150,1,01,1,Casa única del terreno
1,239,1,01,1,Casa única del terreno
1,274,1,01,1,Casa única del terreno
1,127,1,01,1,Casa única del terreno
1,217,1,01,1,Casa única del terreno
1,176,1,01,1,Casa única del terreno
1,50,1,01,1,Casa única del terreno
1,130,1,01,1,Casa única del terreno
1,227,1,01,1,Casa única del terreno
1,56,1,01,1,Casa única del terreno
1,106,1,01,1,Casa única del terreno
1,100,1,01,1,Casa única del terreno
1,120,1,01,1,Casa única del terreno
1,163,1,01,1,Casa única del terreno
1,149,1,01,1,Casa única del terreno
1,0,0,02,1,Casa única del terreno
1,140,1,01,1,Casa única del terreno
1,135,1,01,1,Casa única del terreno
1,0,0,02,1,Casa única del terreno
1,0,0,02,1,Casa única del terreno
1,131,1,01,3,"Casa dúplex, triple o cuádruple"
1,294,1,01,3,"Casa dúplex, triple o cuádruple"
1,180,1,01,3,"Casa dúplex, triple o cuádruple"
1,120,1,01,3,"Casa dúplex, triple o cuádruple"
1,232,1,01,4,Departamento en edificio
1,100,1,01,1,Casa única del terreno
1,0,0,02,1,Casa única del terreno
1,160,1,01,1,Casa única del terreno
1,132,1,01,1,Casa única del terreno
1,0,0,02,1,Casa única del terreno
1,980,1,01,2,Casa que comparte terreno con otra(s)
1,115,1,01,1,Casa única del terreno
1,134,1,01,1,Casa única del terreno
1,81,1,01,1,Casa única del terreno
1,83,1,01,1,Casa única del terreno
1,100,1,01,1,Casa única del terreno
1,114,1,01,1,Casa única del terreno
1,211,1,01,1,Casa única del terreno
1,78,1,01,1,Casa única del terreno
1,120,1,01,1,Casa única del terreno
1,700,1,01,1,Casa única del terreno
1,325,1,01,1,Casa única del terreno
1,557,1,01,1,Casa única del terreno
1,250,1,01,1,Casa única del terreno
1,88,1,01,1,Casa única del terreno
1,114,1,01,1,Casa única del terreno
1,407,1,01,1,Casa única del terreno
1,84,1,01,1,Casa única del terreno
1,274,1,01,1,Casa única del terreno
1,165,1,01,1,Casa única del terreno
1,48,1,01,1,Casa única del terreno
1,138,1,01,1,Casa única del terreno
1,192,1,01,1,Casa única del terreno
1,300,1,01,1,Casa única del terreno
1,260,1,01,1,Casa única del terreno
1,200,1,01,4,Departamento en edificio
1,150,1,01,1,Casa única del terreno
1,225,1,01,1,Casa única del terreno
1,200,1,01,1,Casa única del terreno
1,320,1,01,1,Casa única del terreno
1,2500,1,01,1,Casa única del terreno
1,254,1,01,1,Casa única del terreno
1,300,1,01,1,Casa única del terreno
1,269,1,01,1,Casa única del terreno
1,25,1,01,1,Casa única del terreno
1,170,1,01,1,Casa única del terreno
1,250,1,01,1,Casa única del terreno
1,500,1,01,1,Casa única del terreno
1,285,1,01,1,Casa única del terreno
1,50,1,01,1,Casa única del terreno
1,143,1,01,1,Casa única del terreno
1,1380,1,01,1,Casa única del terreno
1,280,1,01,1,Casa única del terreno
1,200,9,No sabe,1,Casa única del terreno
1,467,1,01,1,Casa única del terreno
1,180,1,01,1,Casa única del terreno
1,196,1,01,1,Casa única del terreno
1,299,1,01,1,Casa única del terreno
1,253,1,01,1,Casa única del terreno
1,250,1,01,1,Casa única del terreno
1,450,9,No sabe,1,Casa única del terreno
1,35,1,01,1,Casa única del terreno
1,486,1,01,1,Casa única del terreno
1,348,1,01,1,Casa única del terreno
1,400,9,No sabe,1,Casa única del terreno
1,166,1,01,1,Casa única del terreno
1,70,1,01,1,Casa única del terreno
1,0,0,02,1,Casa única del terreno
1,198,1,01,1,Casa única del terreno
1,110,1,01,1,Casa única del terreno
1,170,1,01,1,Casa única del terreno
1,230,1,01,1,Casa única del terreno
1,300,1,01,1,Casa única del terreno
1,312,1,01,1,Casa única del terreno
1,250,1,01,1,Casa única del terreno
1,150,1,01,1,Casa única del terreno
1,387,1,01,1,Casa única del terreno
1,75,1,01,1,Casa única del terreno
1,160,1,01,1,Casa única del terreno
1,347,1,01,1,Casa única del terreno
1,150,9,No sabe,1,Casa única del terreno
1,91,1,01,1,Casa única del terreno
1,182,1,01,1,Casa única del terreno
1,0,0,02,4,Departamento en edificio
1,640,1,01,4,Departamento en edificio
1,500,1,01,1,Casa única del terreno
1,186,1,01,1,Casa única del terreno
1,99999,1,01,1,Casa única del terreno
1,208,1,01,1,Casa única del terreno
1,1600,1,01,1,Casa única del terreno
1,300,1,01,3,"Casa dúplex, triple o cuádruple"
1,200,1,01,3,"Casa dúplex, triple o cuádruple"
1,210,1,01,1,Casa única del terreno
1,275,1,01,1,Casa única del terreno
1,170,1,01,3,"Casa dúplex, triple o cuádruple"
1,350,1,01,1,Casa única del terreno
1,270,1,01,1,Casa única del terreno
1,153,1,01,1,Casa única del terreno
1,170,1,01,1,Casa única del terreno
1,178,1,01,1,Casa única del terreno
1,110,1,01,3,"Casa dúplex, triple o cuádruple"
1,167,1,01,1,Casa única del terreno
1,250,1,01,3,"Casa dúplex, triple o cuádruple"
1,80,1,01,3,"Casa dúplex, triple o cuádruple"
1,100,1,01,1,Casa única del terreno
1,200,1,01,1,Casa única del terreno
1,126,1,01,1,Casa única del terreno
1,100,1,01,1,Casa única del terreno
1,275,1,01,1,Casa única del terreno
1,235,1,01,1,Casa única del terreno
1,141,1,01,1,Casa única del terreno
1,267,1,01,1,Casa única del terreno
1,402,1,01,1,Casa única del terreno
1,84,1,01,1,Casa única del terreno
1,146,1,01,1,Casa única del terreno
1,72,1,01,1,Casa única del terreno
1,75,1,01,1,Casa única del terreno
1,163,1,01,1,Casa única del terreno
1,176,1,01,1,Casa única del terreno
1,179,1,01,1,Casa única del terreno
1,115,1,01,1,Casa única del terreno
1,50,1,01,1,Casa única del terreno
1,150,1,01,1,Casa única del terreno
1,198,1,01,1,Casa única del terreno
1,86,1,01,1,Casa única del terreno
1,277,1,01,1,Casa única del terreno
1,105,1,01,1,Casa única del terreno
1,174,1,01,1,Casa única del terreno
1,143,1,01,1,Casa única del terreno
1,260,1,01,1,Casa única del terreno
1,219,1,01,1,Casa única del terreno
1,65,1,01,1,Casa única del terreno
1,460,1,01,1,Casa única del terreno
1,450,1,01,1,Casa única del terreno
1,254,1,01,1,Casa única del terreno
1,120,1,01,1,Casa única del terreno
1,200,1,01,1,Casa única del terreno
1,98,1,01,2,Casa que comparte terreno con otra(s)
1,300,1,01,1,Casa única del terreno
1,130,1,01,1,Casa única del terreno
1,416,1,01,1,Casa única del terreno
1,117,1,01,1,Casa única del terreno
1,138,1,01,1,Casa única del terreno
1,291,1,01,2,Casa que comparte terreno con otra(s)
1,120,1,01,1,Casa única del terreno
1,180,1,01,1,Casa única del terreno
1,126,1,01,1,Casa única del terreno
1,300,1,01,1,Casa única del terreno
1,253,1,01,1,Casa única del terreno
1,212,1,01,1,Casa única del terreno
1,400,1,01,1,Casa única del terreno
1,234,1,01,1,Casa única del terreno
1,273,1,01,1,Casa única del terreno
1,216,1,01,1,Casa única del terreno
1,110,1,01,1,Casa única del terreno
1,247,1,01,1,Casa única del terreno
1,200,1,01,1,Casa única del terreno
1,320,1,01,1,Casa única del terreno
1,227,1,01,1,Casa única del terreno
1,730,1,01,1,Casa única del terreno
1,520,1,01,1,Casa única del terreno
1,87,1,01,1,Casa única del terreno
1,130,1,01,1,Casa única del terreno
1,50,1,01,1,Casa única del terreno
1,197,1,01,1,Casa única del terreno
1,270,1,01,1,Casa única del terreno
1,99999,1,01,1,Casa única del terreno
1,0,0,02,1,Casa única del terreno
1,68,1,01,1,Casa única del terreno
1,113,1,01,1,Casa única del terreno
1,613,1,01,1,Casa única del terreno
1,684,1,01,1,Casa única del terreno
1,111,1,01,1,Casa única del terreno
1,58,1,01,1,Casa única del terreno
1,75,1,01,1,Casa única del terreno
1,155,1,01,1,Casa única del terreno
1,50,1,01,1,Casa única del terreno
1,110,1,01,1,Casa única del terreno
1,240,1,01,1,Casa única del terreno
1,132,1,01,1,Casa única del terreno
1,400,1,01,1,Casa única del terreno
1,300,1,01,1,Casa única del terreno
1,188,1,01,1,Casa única del terreno
1,210,1,01,1,Casa única del terreno
1,300,1,01,1,Casa única del terreno
1,0,0,02,1,Casa única del terreno
1,300,1,01,1,Casa única del terreno
1,300,1,01,1,Casa única del terreno
1,220,1,01,1,Casa única del terreno
1,150,1,01,1,Casa única del terreno
1,120,1,01,1,Casa única del terreno
1,128,1,01,1,Casa única del terreno
1,230,1,01,1,Casa única del terreno
1,212,1,01,1,Casa única del terreno
1,200,1,01,1,Casa única del terreno
1,2560,1,01,1,Casa única del terreno
1,114,1,01,1,Casa única del terreno
1,200,1,01,1,Casa única del terreno
1,286,1,01,1,Casa única del terreno
1,123,1,01,1,Casa única del terreno
1,199,1,01,1,Casa única del terreno
1,50,1,01,1,Casa única del terreno
1,150,1,01,1,Casa única del terreno
1,85,1,01,1,Casa única del terreno
1,196,1,01,1,Casa única del terreno
1,202,1,01,1,Casa única del terreno
1,224,1,01,1,Casa única del terreno
1,220,1,01,1,Casa única del terreno
1,270,1,01,1,Casa única del terreno
1,0,1,01,1,Casa única del terreno
1,200,1,01,1,Casa única del terreno
1,225,1,01,1,Casa única del terreno
1,603,1,01,1,Casa única del terreno
1,671,1,01,1,Casa única del terreno
1,420,1,01,1,Casa única del terreno
1,188,1,01,1,Casa única del terreno
1,226,1,01,1,Casa única del terreno
1,335,1,01,1,Casa única del terreno
1,189,1,01,1,Casa única del terreno
1,166,1,01,1,Casa única del terreno
1,380,1,01,1,Casa única del terreno
1,0,1,01,1,Casa única del terreno
1,600,1,01,1,Casa única del terreno
1,191,1,01,1,Casa única del terreno
1,280,1,01,1,Casa única del terreno
1,102,1,01,2,Casa que comparte terreno con otra(s)
1,130,1,01,1,Casa única del terreno
1,50,1,01,1,Casa única del terreno
1,122,1,01,1,Casa única del terreno
1,320,1,01,1,Casa única del terreno
1,532,1,01,1,Casa única del terreno
1,350,1,01,1,Casa única del terreno
1,180,1,01,1,Casa única del terreno
1,200,1,01,1,Casa única del terreno
1,710,1,01,1,Casa única del terreno
1,300,1,01,1,Casa única del terreno
1,280,1,01,1,Casa única del terreno
1,536,1,01,1,Casa única del terreno
1,120,1,01,1,Casa única del terreno
1,53,1,01,1,Casa única del terreno
1,130,1,01,1,Casa única del terreno
1,750,1,01,1,Casa única del terreno
1,69,1,01,1,Casa única del terreno
1,1200,1,01,1,Casa única del terreno
1,350,1,01,1,Casa única del terreno
1,290,1,01,1,Casa única del terreno
1,220,1,01,1,Casa única del terreno
1,400,1,01,1,Casa única del terreno
1,2700,1,01,1,Casa única del terreno
1,400,1,01,1,Casa única del terreno
1,4000,9,No sabe,1,Casa única del terreno
1,412,1,01,1,Casa única del terreno
1,400,1,01,1,Casa única del terreno
1,186,1,01,1,Casa única del terreno
1,100,1,01,1,Casa única del terreno
1,105,1,01,1,Casa única del terreno
1,100,1,01,1,Casa única del terreno
1,50,1,01,1,Casa única del terreno
